name,price,qty,sku,condition,weight,memory_capacity,memory_card_brand,memory_speed
Elixir DDR2 1GB 1024MB PC2-6400S 800MHz Sodimm Laptop Memory DRAM 200pin Notebook,15,59,osst-20110510080536,New & Unused,51,1GB,Elixir,PC2-6400 / 800MHz
Elixir DDR2 1GB 1024MB PC2-6400S 800MHz Sodimm Laptop Memory DRAM 200pin Notebook,15,59,osst-20110524031546,New & Unused,51,1GB,Elixir,PC2-6400 / 800MHz
Elixir DDR2 1GB PC2-4200S 533MHz Lodimm Desktop Memory DRAM 240pin,15,59,osst-20110511034619,New & Unused,51,1GB,Elixir,PC2-4200 / 533MHz
Elixir DDR2 1GB PC2-4200S 533MHz Lodimm Desktop Memory DRAM 240pin,15,59,osst-20110524041637,New & Unused,51,1GB,Elixir,PC2-4200 / 533MHz
Elixir DDR2 1GB PC2-5300S 667MHz Lodimm Desktop Memory DRAM 240pin,15,59,osst-20110511034247,New & Unused,51,1GB,Elixir,PC2-5300 / 667MHz
Elixir DDR2 1GB PC2-5300S 667MHz Lodimm Desktop Memory DRAM 240pin,15,59,osst-20110524041406,New & Unused,51,1GB,Elixir,PC2-5300 / 667MHz
Elixir DDR2 1GB PC2-6400S 800MHz Lodimm Desktop Memory DRAM 240pin,15,59,osst-20110511033946,New & Unused,51,1GB,Elixir,PC2-6400 / 800MHz
Elixir DDR2 1GB PC2-6400S 800MHz Lodimm Desktop Memory DRAM 240pin,15,59,osst-20110524041505,New & Unused,51,1GB,Elixir,PC2-6400 / 800MHz
Elixir DDR2 2GB 2048MB PC2-4200S 533MHz Lodimm Desktop Memory DRAM 240pin,28,59,osst-20110510085415,New & Unused,51,2GB,Elixir,PC2-4200 / 533MHz
Elixir DDR2 2GB 2048MB PC2-4200S 533MHz Lodimm Desktop Memory DRAM 240pin,28,59,osst-20110524035837,New & Unused,51,2GB,Elixir,PC2-4200 / 533MHz
Elixir DDR2 2GB 2048MB PC2-4200S 533MHz Sodimm Laptop Memory DRAM 200pin Notebook,28,59,osst-20110510084144,New & Unused,51,2GB,Elixir,PC2-4200 / 533MHz
Elixir DDR2 2GB 2048MB PC2-4200S 533MHz Sodimm Laptop Memory DRAM 200pin Notebook,28,59,osst-20110524030759,New & Unused,51,2GB,Elixir,PC2-4200 / 533MHz
Elixir DDR2 2GB 2048MB PC2-5300S 667MHz Lodimm Desktop Memory DRAM 240pin,28,59,osst-20110511022702,New & Unused,51,2GB,Elixir,PC2-5300 / 667MHz
Elixir DDR2 2GB 2048MB PC2-5300S 667MHz Lodimm Desktop Memory DRAM 240pin,28,59,osst-20110524035846,New & Unused,51,2GB,Elixir,PC2-5300 / 667MHz
Elixir DDR2 2GB 2048MB PC2-5300S 667MHz Sodimm Laptop Memory DRAM 200pin Notebook,28,59,osst-20110510080718,New & Unused,51,2GB,Elixir,PC2-5300 / 667MHz
Elixir DDR2 2GB 2048MB PC2-5300S 667MHz Sodimm Laptop Memory DRAM 200pin Notebook,28,59,osst-20110524031540,New & Unused,51,2GB,Elixir,PC2-5300 / 667MHz
Elixir DDR2 2GB 2048MB PC2-6400S 800MHz Lodimm Desktop Memory DRAM 240pin,28,59,osst-20110511022945,New & Unused,51,2GB,Elixir,PC2-6400 / 800MHz
Elixir DDR2 2GB 2048MB PC2-6400S 800MHz Lodimm Desktop Memory DRAM 240pin,28,59,osst-20110524035848,New & Unused,51,2GB,Elixir,PC2-6400 / 800MHz
Elixir DDR2 2GB 2048MB PC2-6400S 800MHz Sodimm Laptop Memory DRAM 200pin Notebook,28,59,osst-20110510080932,New & Unused,51,2GB,Elixir,PC2-6400 / 800MHz
Elixir DDR2 2GB 2048MB PC2-6400S 800MHz Sodimm Laptop Memory DRAM 200pin Notebook,28,59,osst-20110524031537,New & Unused,51,2GB,Elixir,PC2-6400 / 800MHz
Elixir DDR2 4GB 4096MB PC2-4200S 533MHz Lodimm Desktop Memory DRAM 240pin,65,59,osst-20110510085540,New & Unused,51,4GB,Elixir,PC2-4200 / 533MHz
Elixir DDR2 4GB 4096MB PC2-4200S 533MHz Sodimm Laptop Memory DRAM 200pin Notebook,65,59,osst-20110524030756,New & Unused,51,4GB,Elixir,PC2-4200 / 533MHz
Elixir DDR2 4GB 4096MB PC2-4200S 533MHz Sodimm Laptop Memory DRAM 200pin Notebook,65,59,osst-20110510084509,New & Unused,51,4GB,Elixir,PC2-4200 / 533MHz
Elixir DDR2 4GB 4096MB PC2-5300S 667MHz Lodimm Desktop Memory DRAM 240pin,65,59,osst-20110511025406,New & Unused,51,4GB,Elixir,PC2-5300 / 667MHz
Elixir DDR2 4GB 4096MB PC2-5300S 667MHz Sodimm Laptop Memory DRAM 200pin Notebook,65,59,osst-20110524030808,New & Unused,51,4GB,Elixir,PC2-5300 / 667MHz
Elixir DDR2 4GB 4096MB PC2-5300S 667MHz Sodimm Laptop Memory DRAM 200pin Notebook,65,59,osst-20110510081117,New & Unused,51,4GB,Elixir,PC2-5300 / 667MHz
Elixir DDR2 4GB 4096MB PC2-6400S 800MHz Lodimm Desktop Memory DRAM 240pin,65,59,osst-20110511024600,New & Unused,51,4GB,Elixir,PC2-6400 / 800MHz
Elixir DDR2 4GB 4096MB PC2-6400S 800MHz Sodimm Laptop Memory DRAM 200pin Notebook,65,59,osst-20110524030752,New & Unused,51,4GB,Elixir,PC2-6400 / 800MHz
Elixir DDR2 4GB 4096MB PC2-6400S 800MHz Sodimm Laptop Memory DRAM 200pin Notebook,65,59,osst-20110510084701,New & Unused,51,4GB,Elixir,PC2-6400 / 800MHz
Elixir DDR2 512MB PC2-4200S 533MHz Lodimm Desktop Memory DRAM 240pin,7.5,59,osst-20110510085119,New & Unused,51,512MB,Elixir,PC2-4200 / 533MHz
elixir DDR2 512MB PC2-4200S 533MHz Lodimm Desktop Memory DRAM 240pin,7.5,59,osst-20110523024831,New & Unused,51,512MB,Elixir,PC2-4200 / 533MHz
Elixir DDR2 512MB PC2-4200S 533MHz Sodimm Laptop Memory DRAM 200pin Notebook,5.5,59,osst-20110510072335,New & Unused,51,512MB,Elixir,PC2-4200 / 533MHz
Elixir DDR2 512MB PC2-4200S 533MHz Sodimm Laptop Memory DRAM 200pin Notebook,5.5,59,osst-20110523015359,New & Unused,51,512MB,Elixir,PC2-4200 / 533MHz
Elixir DDR2 512MB PC2-5300S 667MHz Lodimm Desktop Memory DRAM 240pin,7.5,59,osst-20110510085243,New & Unused,51,512MB,Elixir,PC2-5300 / 667MHz
elixir DDR2 512MB PC2-5300S 667MHz Lodimm Desktop Memory DRAM 240pin,7.5,59,osst-20110523024953,New & Unused,51,512MB,Elixir,PC2-5300 / 667MHz
Elixir DDR2 512MB PC2-5300S 667MHz Sodimm Laptop Memory DRAM 200pin Notebook,5.5,59,osst-20110510072826,New & Unused,51,512MB,Elixir,PC2-5300 / 667MHz
Elixir DDR2 512MB PC2-5300S 667MHz Sodimm Laptop Memory DRAM 200pin Notebook,5.5,59,osst-20110523020220,New & Unused,51,512MB,Elixir,PC2-5300 / 667MHz
elixir DDR3 1GB 1024MB PC3-10600S 1333MHz Lodimm Desktop Memory DRAM 240pin,9.5,59,osst-20110124034111,New & Unused,51,1GB,Elixir,PC3-10600 / 1333MHz
elixir DDR3 1GB 1024MB PC3-10600S 1333MHz Lodimm Desktop Memory DRAM 240pin,18.5,59,osst-20110519034002,New & Unused,51,1GB,Elixir,PC3-10600 / 1333MHz
elixir DDR3 1GB 1024MB PC3-10600S 1333MHz Sodimm Laptop Memory DRAM 204pin Notebook,9.5,59,osst-20110517021417,New & Unused,51,1GB,Elixir,PC3-10600 / 1333MHz
elixir DDR3 1GB 1024MB PC3-10600S 1333MHz Sodimm Laptop Memory DRAM 204pin Notebook,18.5,59,osst-20110519030720,New & Unused,51,1GB,Elixir,PC3-10600 / 1333MHz
elixir DDR3 1GB 1024MB PC3-8500S 1066MHz Lodimm Desktop Memory DRAM 240pin,9.5,59,osst-20110124033619,New & Unused,51,1GB,Elixir,PC3-8500 / 1066MHz
elixir DDR3 1GB 1024MB PC3-8500S 1066MHz Sodimm Laptop Memory DRAM 204pin Notebook,9.5,59,osst-20110517021217,New & Unused,51,1GB,Elixir,PC3-8500 / 1066MHz
elixir DDR3 1GB 1024MB PC3-8500S 1066MHz Sodimm Laptop Memory DRAM 204pin Notebook,18.5,59,osst-20110519030440,New & Unused,51,1GB,Elixir,PC3-8500 / 1066MHz
elixir DDR3 1GB 1024MB PC3-8500u 1066MHz Lodimm Desktop Memory DRAM 240pin,18.5,59,osst-20110519034217,New & Unused,51,1GB,Elixir,PC3-8500 / 1066MHz
elixir DDR3 2GB 2048MB PC3-10600S 1333MHz Lodimm Desktop Memory DRAM 240pin,18.5,99,osst-20110124034242,New & Unused,51,2GB,Elixir,PC3-10600 / 1333MHz
elixir DDR3 2GB 2048MB PC3-10600S 1333MHz Sodimm Laptop Memory DRAM 204pin Notebook,28,99,osst-20110519031258,New & Unused,51,2GB,Elixir,PC3-10600 / 1333MHz
elixir DDR3 2GB 2048MB PC3-10600S 1333MHz Sodimm Laptop Memory DRAM 204pin Notebook 8ic,18.5,99,osst-20110124032909,New & Unused,51,2GB,Elixir,PC3-10600 / 1333MHz
elixir DDR3 2GB 2048MB PC3-8500S 1066MHz Lodimm Desktop Memory DRAM 240pin,18.5,99,osst-20110124033848,New & Unused,51,2GB,Elixir,PC3-8500 / 1066MHz
elixir DDR3 2GB 2048MB PC3-8500S 1066MHz Sodimm Laptop Memory DRAM 204pin Notebook,28,99,osst-20110519031127,New & Unused,51,2GB,Elixir,PC3-8500 / 1066MHz
elixir DDR3 2GB 2048MB PC3-8500S 1066MHz Sodimm Laptop Memory DRAM 204pin Notebook 8ic,18.5,99,osst-20110124032405,New & Unused,51,2GB,Elixir,PC3-8500 / 1066MHz
elixir DDR3 2GB PC3-10600S 1333MHz Lodimm Desktop Memory DRAM 240pin,28,99,osst-20110519035326,New & Unused,51,2GB,Elixir,PC3-10600 / 1333MHz
elixir DDR3 2GB PC3-8500S 1066MHz Lodimm Desktop Memory DRAM 240pin,28,99,osst-20110519035138,New & Unused,51,2GB,Elixir,PC3-8500 / 1066MHz
elixir DDR3 4GB 4096MB PC3-10600S 1333MHz Lodimm Desktop Memory DRAM 240pin,35,99,osst-20110124034640,New & Unused,51,4GB,Elixir,PC3-10600 / 1333MHz
elixir DDR3 4GB 4096MB PC3-10600S 1333MHz Sodimm Laptop Memory DRAM 204pin Notebook,35,99,osst-20110124033322,New & Unused,51,4GB,Elixir,PC3-10600 / 1333MHz
elixir DDR3 4GB 4096MB PC3-8500S 1066MHz Lodimm Desktop Memory DRAM 240pin,35,99,osst-20110124034455,New & Unused,51,4GB,Elixir,PC3-8500 / 1066MHz
elixir DDR3 4GB 4096MB PC3-8500S 1066MHz Sodimm Laptop Memory DRAM 204pin Notebook,35,99,osst-20110124033121,New & Unused,51,4GB,Elixir,PC3-8500 / 1066MHz
elixir DDR3 4GB PC3-10600S 1333MHz Sodimm Laptop Memory DRAM 204pin Notebook,45,99,osst-20110519032243,New & Unused,51,4GB,Elixir,PC3-10600 / 1333MHz
elixir DDR3 4GB PC3-10600u 1333MHz Lodimm Desktop Memory DRAM 240pin,45,99,osst-20110519035713,New & Unused,51,4GB,Elixir,PC3-10600 / 1333MHz
elixir DDR3 4GB PC3-8500S 1066MHz Lodimm Desktop Memory DRAM 240pin,45,99,osst-20110519035534,New & Unused,51,4GB,Elixir,PC3-8500 / 1066MHz
elixir DDR3 4GB PC3-8500S 1066MHz Sodimm Laptop Memory DRAM 204pin Notebook,45,99,osst-20110519032111,New & Unused,51,4GB,Elixir,PC3-8500 / 1066MHz
Elpida 256MB SDRAM PC 133S Lodimm Desktop Memory 168pin ,5.5,59,osst-20101229054313,New & Unused,51,256MB,ELPIDA,PC-133
Elpida 256MB SDRAM PC 133S Sodimm Laptop Memory 144pin Notebook,9.5,59,osst-20101229054312,New & Unused,51,256MB,ELPIDA,PC-133
Elpida 512MB SDRAM PC 133S Lodimm Desktop Memory 168pin ,25,59,osst-20101229054314,New & Unused,51,512MB,ELPIDA,PC-133
Elpida DDR1 1GB 1024MB PC 2100S 266MHz Lodimm Desktop Memory DRAM 184pin,38,59,osst-20101229054328,New & Unused,51,1GB,ELPIDA,PC-2100 / 266MHz
Elpida DDR1 1GB 1024MB PC 2700S 333MHz Lodimm Desktop Memory DRAM 184pin,35,59,osst-20110318073311,New & Unused,51,1GB,ELPIDA,PC-2700 / 333MHz
Elpida DDR1 1GB 1024MB PC 3200S 400MHz Lodimm Desktop Memory DRAM 184pin,38,59,osst-20101229054330,New & Unused,51,1GB,ELPIDA,PC-3200 / 400MHz
Elpida DDR1 1GB PC 2100E 266Mhz Server DRAM Memory Module ECC ,38,59,osst-20110908033306,New & Unused,99,1GB,ELPIDA,PC-2100 / 266MHz
Elpida DDR1 1GB PC 2100R 266Mhz Server DRAM Memory Module ECC REG ,38,59,osst-20110908034330,New & Unused,99,1GB,ELPIDA,PC-2100 / 266MHz
Elpida DDR1 1GB PC 2100S 266MHz Sodimm Laptop Memory DRAM 200pin Notebook,45,59,osst-20110506023430,New & Unused,51,1GB,ELPIDA,PC-2100 / 266MHz
Elpida DDR1 1GB PC 2700E 333Mhz Server DRAM Memory Module ECC ,38,59,osst-20110908033105,New & Unused,99,1GB,ELPIDA,PC-2700 / 333MHz
Elpida DDR1 1GB PC 2700R 333Mhz Server DRAM Memory Module ECC REG ,38,59,osst-20110908034159,New & Unused,99,1GB,ELPIDA,PC-2700 / 333MHz
Elpida DDR1 1GB PC 2700S 333MHz Sodimm Laptop Memory DRAM 200pin Notebook,45,59,osst-20110506024238,New & Unused,51,1GB,ELPIDA,PC-2700 / 333MHz
Elpida DDR1 1GB PC 3200S 400MHz Sodimm Laptop Memory DRAM 200pin Notebook,45,59,osst-20110506024641,New & Unused,51,1GB,ELPIDA,PC-3200 / 400MHz
Elpida DDR1 256MB PC 2100S 266MHz Memory DRAM Lodimm Desktop 184pin,9.5,59,osst-20110325040022,New & Unused,51,256MB,ELPIDA,PC-2100 / 266MHz
Elpida DDR1 256MB PC 2100S 266MHz Sodimm Laptop Memory DRAM 200pin Notebook,9.5,59,osst-20101229054316,New & Unused,51,256MB,ELPIDA,PC-2100 / 266MHz
Elpida DDR1 256MB PC 2700S 333MHz Memory DRAM Lo dimm  Desktop 184Pin,9.5,59,osst-20110325035059,New & Unused,51,256MB,ELPIDA,PC-2700 / 333MHz
Elpida DDR1 256MB PC 2700S 333MHz Sodimm Laptop Memory DRAM 200pin Notebook,9.5,59,osst-20110505093034,New & Unused,51,256MB,ELPIDA,PC-2700 / 333MHz
Elpida DDR1 2GB PC 2100R 266Mhz Server DRAM Memory Module ECC REG ,55,59,osst-20110908034458,New & Unused,99,2GB,ELPIDA,PC-2100 / 266MHz
Elpida DDR1 2GB PC 2700R 333Mhz Server DRAM Memory Module ECC REG ,55,59,osst-20110908034618,New & Unused,99,2GB,ELPIDA,PC-2700 / 333MHz
Elpida DDR1 512MB PC 2100E 266Mhz Server DRAM Memory Module ECC ,22,59,osst-20110908032547,New & Unused,99,512MB,ELPIDA,PC-2100 / 266MHz
Elpida DDR1 512MB PC 2100R 266Mhz Server DRAM Memory Module ECC REG ,22,59,osst-20110908033444,New & Unused,99,512MB,ELPIDA,PC-2100 / 266MHz
Elpida DDR1 512MB PC 2100S 266MHz Lodimm Desktop Memory DRAM 184pin,18.5,59,osst-20101229054325,New & Unused,51,512MB,ELPIDA,PC-2100 / 266MHz
Elpida DDR1 512MB PC 2100S 266MHz Sodimm Laptop Memory DRAM 200pin Notebook,18.5,59,osst-20101229054318,New & Unused,51,512MB,ELPIDA,PC-2100 / 266MHz
Elpida DDR1 512MB PC 2700E 333Mhz Server DRAM Memory Module ECC ,22,59,osst-20110908032926,New & Unused,99,512MB,ELPIDA,PC-2700 / 333MHz
Elpida DDR1 512MB PC 2700R 333Mhz Server DRAM Memory Module ECC REG ,22,59,osst-20110908033838,New & Unused,99,512MB,ELPIDA,PC-2700 / 333MHz
Elpida DDR1 512MB PC 2700S 333MHz Lodimm Desktop Memory DRAM 184pin,18.5,59,osst-20101229054326,New & Unused,51,512MB,ELPIDA,PC-2700 / 333MHz
Elpida DDR1 512MB PC 2700S 333MHz Sodimm Laptop Memory DRAM 200pin Notebook,18.5,59,osst-20110505102842,New & Unused,51,512MB,ELPIDA,PC-2700 / 333MHz
Elpida DDR1 512MB PC 2700S 333MHz Sodimm Laptop Memory DRAM 200pin Notebook,18.5,59,osst-20110506023015,New & Unused,51,512MB,ELPIDA,PC-2700 / 333MHz
Elpida DDR2 1GB 1024MB PC2-4200S 533MHz Sodimm Laptop Memory DRAM 200pin Notebook,15,59,osst-20101229054343,New & Unused,51,1GB,ELPIDA,PC2-4200 / 533MHz
Elpida DDR2 1GB 1024MB PC2-5300S 667MHz Sodimm Laptop Memory DRAM 200pin Notebook ,15,59,osst-20101229054344,New & Unused,51,1GB,ELPIDA,PC2-5300 / 667MHz
Elpida DDR2 1GB 1024MB PC2-6400S 800MHz Sodimm Laptop Memory DRAM 200pin Notebook,15,59,osst-20110524015800,New & Unused,51,1GB,ELPIDA,PC2-6400 / 800MHz
Elpida DDR2 1GB 1024MB PC2-6400S 800MHz Sodimm Laptop Memory DRAM 200pin Notebook,15,59,osst-20101229054345,New & Unused,51,1GB,ELPIDA,PC2-6400 / 800MHz
Elpida DDR2 1GB PC2-4200S 533MHz Lodimm Desktop Memory DRAM 240pin,15,59,osst-20101229054353,New & Unused,51,1GB,ELPIDA,PC2-4200 / 533MHz
Elpida DDR2 1GB PC2-4200S 533MHz Lodimm Desktop Memory DRAM 240pin,15,59,osst-20110524023947,New & Unused,51,1GB,ELPIDA,PC2-4200 / 533MHz
Elpida DDR2 1GB PC2-4200S 533MHz Sodimm Laptop Memory DRAM 200pin Notebook,15,59,osst-20110524020308,New & Unused,51,1GB,ELPIDA,PC2-4200 / 533MHz
Elpida DDR2 1GB PC2-5300S 667MHz Lodimm Desktop Memory DRAM 240pin,15,59,osst-20110506035129,New & Unused,51,1GB,ELPIDA,PC2-5300 / 667MHz
Elpida DDR2 1GB PC2-5300S 667MHz Lodimm Desktop Memory DRAM 240pin,15,59,osst-20110524024212,New & Unused,51,1GB,ELPIDA,PC2-5300 / 667MHz
Elpida DDR2 1GB PC2-5300S 667MHz Sodimm Laptop Memory DRAM 200pin Notebook,15,59,osst-20110524020130,New & Unused,51,1GB,ELPIDA,PC2-5300 / 667MHz
Elpida DDR2 1GB PC2-6400S 800MHz Lodimm Desktop Memory DRAM 240pin,15,59,osst-20110506035411,New & Unused,51,1GB,ELPIDA,PC2-6400 / 800MHz
Elpida DDR2 1GB PC2-6400S 800MHz Lodimm Desktop Memory DRAM 240pin,15,59,osst-20110524024255,New & Unused,51,1GB,ELPIDA,PC2-6400 / 800MHz
Elpida DDR2 2GB 2048MB PC2-4200S 533MHz Sodimm Laptop Memory DRAM 200pin Notebook,28,59,osst-20110506032851,New & Unused,51,2GB,ELPIDA,PC2-4200 / 533MHz
Elpida DDR2 2GB 2048MB PC2-4200S 533MHz Sodimm Laptop Memory DRAM 200pin Notebook,28,59,osst-20110524020544,New & Unused,51,2GB,ELPIDA,PC2-4200 / 533MHz
Elpida DDR2 2GB 2048MB PC2-5300S 667MHz Sodimm Laptop Memory DRAM 200pin Notebook,28,59,osst-20101229054347,New & Unused,51,2GB,ELPIDA,PC2-5300 / 667MHz
Elpida DDR2 2GB 2048MB PC2-5300S 667MHz Sodimm Laptop Memory DRAM 200pin Notebook,28,59,osst-20110524020543,New & Unused,51,2GB,ELPIDA,PC2-5300 / 667MHz
Elpida DDR2 2GB 2048MB PC2-6400S 800MHz Sodimm Laptop Memory DRAM 200pin Notebook,28,59,osst-20110506033136,New & Unused,51,2GB,ELPIDA,PC2-6400 / 800MHz
Elpida DDR2 2GB 2048MB PC2-6400S 800MHz Sodimm Laptop Memory DRAM 200pin Notebook,28,59,osst-20110524020546,New & Unused,51,2GB,ELPIDA,PC2-6400 / 800MHz
Elpida DDR2 2GB PC2-4200S 533MHz Lodimm Desktop Memory DRAM 240pin,28,59,osst-20110506035822,New & Unused,51,2GB,ELPIDA,PC2-4200 / 533MHz
Elpida DDR2 2GB PC2-4200S 533MHz Lodimm Desktop Memory DRAM 240pin,28,59,osst-20110524024303,New & Unused,51,2GB,ELPIDA,PC2-4200 / 533MHz
Elpida DDR2 2GB PC2-5300S 667MHz Lodimm Desktop Memory DRAM 240pin,28,59,osst-20110506040107,New & Unused,51,2GB,ELPIDA,PC2-5300 / 667MHz
Elpida DDR2 2GB PC2-5300S 667MHz Lodimm Desktop Memory DRAM 240pin,28,59,osst-20110524023958,New & Unused,51,2GB,ELPIDA,PC2-5300 / 667MHz
Elpida DDR2 2GB PC2-6400S 800MHz Lodimm Desktop Memory DRAM 240pin,28,59,osst-20110506040743,New & Unused,51,2GB,ELPIDA,PC2-6400 / 800MHz
Elpida DDR2 2GB PC2-6400S 800MHz Lodimm Desktop Memory DRAM 240pin,28,59,osst-20110524023944,New & Unused,51,2GB,ELPIDA,PC2-6400 / 800MHz
Elpida DDR2 4GB PC2-4200S 533MHz Lodimm Desktop Memory DRAM 240pin,65,59,osst-20110506043242,New & Unused,51,4GB,ELPIDA,PC2-4200 / 533MHz
Elpida DDR2 4GB PC2-4200S 533MHz Sodimm Laptop Memory DRAM 200pin Notebook,65,59,osst-20110524020901,New & Unused,51,4GB,ELPIDA,PC2-4200 / 533MHz
Elpida DDR2 4GB PC2-4200S 533MHz Sodimm Laptop Memory DRAM 200pin Notebook,65,59,osst-20110506033940,New & Unused,51,4GB,ELPIDA,PC2-4200 / 533MHz
Elpida DDR2 4GB PC2-5300S 667MHz Lodimm Desktop Memory DRAM 240pin,65,59,osst-20110506043102,New & Unused,51,4GB,ELPIDA,PC2-5300 / 667MHz
Elpida DDR2 4GB PC2-5300S 667MHz Sodimm Laptop Memory DRAM 200pin Notebook,65,59,osst-20110524020902,New & Unused,51,4GB,ELPIDA,PC2-5300 / 667MHz
Elpida DDR2 4GB PC2-5300S 667MHz Sodimm Laptop Memory DRAM 200pin Notebook,65,59,osst-20110506033740,New & Unused,51,4GB,ELPIDA,PC2-5300 / 667MHz
Elpida DDR2 4GB PC2-6400S 800MHz Lodimm Desktop Memory DRAM 240pin,65,59,osst-20110506041052,New & Unused,51,4GB,ELPIDA,PC2-6400 / 800MHz
Elpida DDR2 4GB PC2-6400S 800MHz Sodimm Laptop Memory DRAM 200pin Notebook,65,59,osst-20110524020851,New & Unused,51,4GB,ELPIDA,PC2-6400 / 800MHz
Elpida DDR2 4GB PC2-6400S 800MHz Sodimm Laptop Memory DRAM 200pin Notebook,65,59,osst-20110506033326,New & Unused,51,4GB,ELPIDA,PC2-6400 / 800MHz
Elpida DDR2 512MB PC2-4200S 533MHz Lodimm Desktop Memory DRAM 240pin,7.5,59,osst-20110506043448,New & Unused,51,512MB,ELPIDA,PC2-4200 / 533MHz
Elpida DDR2 512MB PC2-4200S 533MHz Lodimm Desktop Memory DRAM 240pin,7.5,59,osst-20110523023642,New & Unused,51,512MB,ELPIDA,PC2-4200 / 533MHz
Elpida DDR2 512MB PC2-4200S 533MHz Sodimm Laptop Memory DRAM 200pin Notebook,5.5,59,osst-20110523015801,New & Unused,51,512MB,ELPIDA,PC2-4200 / 533MHz
Elpida DDR2 512MB PC2-4200S 533MHz Sodimm Laptop Memory DRAM 200pin Notebook,5.5,59,osst-20101229054341,New & Unused,51,512MB,ELPIDA,PC2-4200 / 533MHz
Elpida DDR2 512MB PC2-5300S 667MHz Lodimm Desktop Memory DRAM 240pin,7.5,59,osst-20110506043721,New & Unused,51,512MB,ELPIDA,PC2-5300 / 667MHz
Elpida DDR2 512MB PC2-5300S 667MHz Lodimm Desktop Memory DRAM 240pin,7.5,59,osst-20110523024027,New & Unused,51,512MB,ELPIDA,PC2-5300 / 667MHz
